Irms,Power,In,Un
2.202466011047363,468.219482421875,0.0010094699682667,125.2466278076172
2.202466011047363,468.219482421875,-1.365248203277588,215.7873840332031
2.202466011047363,468.219482421875,-2.444031715393066,270.480712890625
2.202466011047363,468.219482421875,-3.371732234954834,303.7496337890625
2.202466011047363,468.219482421875,-3.768789052963257,311.3172302246094
2.202466011047363,468.219482421875,-3.935687780380249,306.8444519042969
2.202466011047363,468.219482421875,-3.156267166137695,254.0702362060547
2.202466011047363,468.219482421875,-1.800328373908997,167.8716125488281
2.202466011047363,468.219482421875,-0.397393524646759,80.43815612792969
2.202466011047363,468.219482421875,1.07698917388916,-8.9050874710083
2.202466011047363,468.219482421875,1.3268883228302,-116.2980117797852
2.202466011047363,468.219482421875,1.425367474555969,-210.3037567138672
2.202466011047363,468.219482421875,1.572188854217529,-262.5367736816406
2.202466011047363,468.219482421875,1.839473247528076,-303.7060546875
2.202466011047363,468.219482421875,2.163399934768677,-312.8226623535156
2.202466011047363,468.219482421875,2.387165307998657,-310.3561096191406
2.202466011047363,468.219482421875,2.496748447418213,-261.0375366210938
2.202466011047363,468.219482421875,2.114833354949951,-174.1390838623047
2.202466011047363,468.219482421875,1.886245250701904,-94.30123901367188
2.202466011047363,468.219482421875,1.685361266136169,4.581624984741211
2.202466011047363,468.219482421875,0.4547088444232941,111.1347274780273
2.202466011047363,468.219482421875,-1.15606415271759,205.6661376953125
2.202466011047363,468.219482421875,-2.140406608581543,257.3517150878906
2.202466011047363,468.219482421875,-3.143592357635498,300.0140075683594
2.202466011047363,468.219482421875,-3.731438636779785,311.2954711914062
2.202466011047363,468.219482421875,-3.920321702957153,309.2021179199219
2.202466011047363,468.219482421875,-3.525956392288208,265.8680114746094
2.202466011047363,468.219482421875,-2.016690731048584,181.3396759033203
2.202466011047363,468.219482421875,-0.7652881741523743,102.829963684082
2.202466011047363,468.219482421875,0.6467318534851074,7.007740020751953
2.202466011047363,468.219482421875,1.317466735839844,-102.5126876831055
2.202466011047363,468.219482421875,1.407645702362061,-188.3442840576172
2.202466011047363,468.219482421875,1.520481705665588,-253.7374267578125
2.202466011047363,468.219482421875,1.756248354911804,-299.4106140136719
2.202466011047363,468.219482421875,2.082979202270508,-312.5707092285156
2.202466011047363,468.219482421875,2.282517194747925,-311.3421020507812
2.202466011047363,468.219482421875,2.470165967941284,-272.3562927246094
2.202466011047363,468.219482421875,2.179214954376221,-198.2167205810547
2.202466011047363,468.219482421875,1.953879475593567,-107.1596450805664
2.202466011047363,468.219482421875,1.738414406776428,-11.23789024353027
2.202466011047363,468.219482421875,0.721544623374939,84.43192291259766
2.202466011047363,468.219482421875,-0.7319757342338562,181.2339172363281
2.202466011047363,468.219482421875,-1.956907987594604,247.5695037841797
2.202466011047363,468.219482421875,-3.035579442977905,290.8227844238281
2.202466011047363,468.219482421875,-3.668291091918945,311.1741638183594
2.202466011047363,468.219482421875,-3.901365756988525,310.2098999023438
2.202466011047363,468.219482421875,-3.650344848632812,284.4775390625
